500294.059872;6746705.88996;12.1999998093
500774.847793;6743190.47545;0.800000011921
489533.916988;6742956.16858;2.90000009537
488852.641905;6743917.67755;11.1999998093
493025.34247;6746406.81776;17.0
489553.954176;6742988.48662;5.40000009537
489543.935509;6743214.71399;7.40000009537
491793.146567;6749220.14203;1.89999997616
494628.45428;6745501.40853;18.2000007629
498655.99254;6743141.9969;-0.10000000149
500444.340251;6743796.47299;4.30000019073
500910.101945;6743174.31626;3.09999990463
500128.750217;6742754.18508;-0.10000000149
491141.816125;6746018.84971;10.3999996185
496932.656416;6744410.59557;5.30000019073
492108.737092;6749535.48829;-0.300000011921
498395.504962;6744079.28618;8.60000038147
488892.716515;6744507.56711;7.90000009537
489258.401026;6743174.31611;6.90000009537
493080.444361;6746439.15031;15.1999998093
489343.561715;6742778.42216;1.39999997616
498796.256108;6746536.14582;9.60000038147
491136.805894;6745986.51961;13.0
497518.864758;6748476.11485;0.5
493220.818902;6746342.1558;14.1999998093
490480.688771;6748896.72179;6.69999980927
489148.083403;6742632.99655;3.0
499051.733281;6744046.96476;6.30000019073
500559.555715;6743376.30981;0.899999976158
500739.894267;6745816.7902;9.19999980927
501341.018903;6746552.31193;11.6999998093
500900.082477;6743053.12119;2.09999990463
500494.434874;6745307.44332;5.30000019073
499973.459755;6747021.13943;14.1000003815
501416.160137;6746026.93214;15.0
491557.704905;6746026.93204;11.1999998093
498816.181113;6746083.51039;2.29999995232
494463.144617;6748282.08015;7.80000019073
493140.668856;6746374.48751;16.2999992371
494568.340583;6745533.91594;15.0
498666.012119;6743238.95359;0.0
491462.527131;6748419.52079;12.5
491237.105757;6749349.5136;3.0
495069.279577;6747320.23389;4.5
490270.296322;6748088.22844;10.1000003815
489373.617374;6742826.89888;4.40000009537
489388.645552;6742996.56579;5.0
489438.738349;6742851.1357;2.0
491838.231252;6748379.09739;13.5
494668.528058;6745444.83474;19.0
489679.189156;6743166.2359;7.80000019073
498661.002994;6743150.07745;-0.20000000298
489218.326749;6744661.10811;6.90000009537
489243.373509;6742859.21506;7.19999980927
501416.159553;6746536.14543;10.0
500153.797358;6747150.47523;2.40000009537
500058.617779;6746269.41143;12.8000001907
