510327.841202;6713117.69085;6.09999990463
516394.197693;6715020.42955;2.59999990463
516369.150121;6716351.3043;11.6000003815
513243.299483;6715084.94169;5.69999980927
516248.924926;6716431.96038;8.30000019073
511900.786177;6711892.14076;3.40000009537
513528.833244;6712972.56994;-0.10000000149
508554.521295;6713464.37521;8.10000038147
514019.752743;6714278.7398;9.69999980927
513138.102548;6714617.23037;7.0
512241.423158;6713166.06387;2.09999990463
514560.654306;6716012.56146;10.6999998093
511019.135789;6711916.32282;10.5
516018.494362;6714697.86944;1.20000004768
512692.267025;6712343.75055;0.600000023842
506751.034946;6712924.1979;3.20000004768
508614.522593;6713561.12619;3.90000009537
513383.561906;6713819.13769;7.5
506986.586964;6710634.89547;1.79999995232
516424.142599;6716246.45474;8.0
513298.40288;6712271.19733;4.59999990463
507552.647262;6713141.87701;4.19999980927
513498.777398;6711416.73259;8.60000038147
510858.835507;6711884.07991;9.5
514686.000218;6716165.80093;11.5
507687.900476;6711054.01534;11.3999996185
514440.539804;6716077.08282;9.10000038147
513498.777778;6711150.73875;6.59999990463
507602.741101;6713012.88164;9.60000038147
516389.187959;6716528.74686;2.79999995232
507632.795917;6713109.62827;6.09999990463
515257.069341;6716189.99675;0.20000000298
512211.367992;6711972.92998;1.0
507993.472481;6713303.12354;4.59999990463
508709.701346;6711980.99121;2.5
515938.344719;6714794.63568;5.30000019073
508263.978267;6711634.19111;12.6999998093
513443.673486;6711150.73839;8.0
515903.27754;6714697.8693;1.70000004768
506695.931655;6712569.47575;10.6999998093
513418.62747;6713440.18624;8.80000019073
513133.09216;6713254.75043;9.60000038147
507006.624224;6712150.2762;5.5
510999.097931;6715512.53627;-0.10000000149
511014.126335;6714407.75565;11.1999998093
512601.988188;6715431.89014;3.29999995232
513002.849002;6715012.36532;4.80000019073
508754.785348;6713754.63426;2.09999990463
514761.140046;6716173.86648;12.3999996185
510668.368251;6713956.20913;8.30000019073
516344.103428;6715246.4071;10.3999996185
514144.986904;6715714.15593;6.59999990463
510818.761194;6711916.3229;9.19999980927
512882.624283;6713174.12569;5.90000009537
510954.013955;6710763.85359;10.1999998093
515001.590314;6715891.58407;9.5
506570.80908;6712738.77235;5.80000019073
506425.536347;6711295.82458;0.699999988079
516023.502899;6714762.3802;2.09999990463
512256.451736;6712021.29689;4.09999990463
510573.189279;6714399.69186;0.5
511620.260769;6714947.85168;2.29999995232
507292.15967;6712988.69434;6.59999990463
515101.778031;6716859.44696;1.5
514084.874517;6714786.57079;8.39999961853
510553.152245;6713117.68961;5.5
509656.585238;6711271.64318;1.10000002384
508514.447836;6713464.37433;6.80000019073
509621.51896;6713117.6907;6.90000009537
514916.430246;6716730.39266;9.60000038147
510738.610795;6714270.67536;7.80000019073
516148.737032;6716335.1732;10.5
516409.22498;6716625.53546;1.10000002384
516294.009132;6715915.78062;8.0
516028.512617;6716117.40845;5.40000009537
515061.702308;6716302.91159;2.5
514024.761336;6715851.25919;4.40000009537
508314.071482;6713367.62467;7.5
513478.739595;6712956.44694;1.20000004768
507933.359316;6713141.8762;9.0
511114.313091;6711859.89624;10.6000003815
